Sr.No,Smiles,Solvent,AbsorptionMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
15985,CCCCCCCC(CCCCCCC)N1C(=O)c2c(C#N)cc3c4cc(C#N)c5c6c(c(C#N)cc(c7cc(C#N)c(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,ClCCl,518,528,Yes,911.2,C58H66N6O4,16.154,-18.86,10,0,744.44,0.15246,169.92,-20.225,26,21500
5900,Oc1ccc2ncccc2c1,ClCCl,330,354,Yes,145.161,C9H7NO,1.6299,-2.026,2,1,112.97,0.21307,33.12,-1.88,0,144
14391,O=Cc1cc(O)c(C=O)cc1O,NC=O,356,490,Yes,166.132,C8H6O4,0.8348,-1.672,4,2,125.04,0.41811,74.6,-4.1407,2,192
1334,N#Cc1nn(-c2ccccc2Cl)nc1N1CCCC1,CC#N,324,426,Yes,273.726,C13H12ClN5,2.2345,-3.921,5,0,208.71,0.22002,57.74,0.4162,2,686
4219,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(O)cc3O)nc2c1,CC#N,320,380,Yes,414.413,C21H22N2O7,2.8238,-4.948,9,3,307.68,0.35368,131.12,-56.136,7,2603
2143,Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CS(C)=O,306,445,Yes,434.494,C28H22N2O3,5.7324,-8.877,5,3,331.57,0.17233,78.51,0.99,4,2716
14608,CCOC(=O)c1cc(C(=O)O)nc2cc(OC)ccc12,CCO,349,462,Yes,275.259,C14H13NO5,1.764,-2.818,6,1,206.75,0.3393,85.72,-4.8202,5,777
8060,c1ccc2c(-c3cncnc3)c3ccccc3c(-c3cncnc3)c2c1,ClCCl,397,417,Yes,334.381,C22H14N4,4.2404,-6.992,4,0,257.02,0.17073,51.56,-1.7698,2,1437
11399,CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,470,638,Yes,300.36,C20H16N2O,3.7015,-6.182,3,0,231.45,0.12141,32.67,1.73,1,1088
4963,CCO[B-]1(OCC)n2c(C)cc(C)c2C(c2ccc(I)cc2)=C2C(C)=CC(C)=[N+]21,ClC(Cl)Cl,505,518.7,Yes,502.198,C23H28BIN2O2,4.1487,-6.46,4,0,326.3,0.095648,35.07,-4.4327,5,1820
3881,O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccccc1,CC#N,368,434,Yes,336.39,C20H20N2O3,2.1199,-4.073,5,1,249.93,0.21658,66.48,-0.26533,2,1380
9819,C(=C/c1cccc2ccccc12)\c1ncc(-c2ccccc2)o1,ClCCl,357,440,Yes,297.356,C21H15NO,5.2731,-5.869,2,0,242.33,0.1035,26.03,-0.515,3,1325
14897,CCn1c2ccsc2c2c3nsnc3c3c4sccc4n(CC)c3c21,CN(C)C=O,441,573,Yes,382.535,C18H14N4S3,4.9556,-0.902,4,0,262.04,0.36926,120.36,3.7585,2,1181
2561,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O,Cc1ccccc1,364.6,427.5,Yes,480.65,C32H36N2O2,8.9924,-9.468,4,0,396.25,0.109,61.17,-17.355,12,4134
11349,N#Cc1ccc(N)cc1C#N,CC#N,328,384,Yes,143.149,C8H5N3,0.6535,-3.238,3,1,125.2,0.33858,73.6,-6.085,0,152
6459,CN(C)c1ccc2c(c1)C(=O)NC2=O,O,408,562,Yes,190.201,C10H10N2O2,0.6371,-2.023,4,1,141.54,0.29031,49.41,2.4887,1,283
2267,c1cc2sc3ccsc3c2s1,ClCCl,291,335,Yes,196.318,C8H4S3,2.8424,-3.46,0,0,130.28,0.46884,84.72,0.38603,0,133
3692,COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,ClCCl,345,591,Yes,279.294,C17H13NO3,3.5216,-5.786,4,0,213.55,0.18928,55.05,-7.1382,3,1004
762,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,352,461,Yes,430.593,C31H30N2,7.4359,-8.535,2,0,341.68,0.042496,16.13,0.55742,4,2948
15890,Cc1c2c(c(C)c3ccccc13)-c1cc3nc4ccccc4nc3cc1-2,ClC(Cl)Cl,448,454,Yes,332.405,C24H16N2,6.0776,-8.198,2,0,245.36,0.08942,25.78,-1.88,0,1547
5639,O=S(=O)(c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1)c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1,CCOCC,368,438,Yes,955.151,C66H42N4O2S,15.871,-25.038,6,0,703.68,0.09132,78.16,-2.0981,8,33000
8040,COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CC#N,440,581,Yes,351.408,C23H17N3O,4.3722,-7.138,4,0,293.47,0.13858,60.05,-7.7742,5,1844
2659,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccc(O)cc3)n1[B-]2(F)F,O,565,590,Yes,428.289,C26H23BF2N2O,4.9782,-7.714,3,1,321.03,0.075725,36.84,-2.8395,3,2674
1019,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,406,486,Yes,616.806,C46H36N2,11.262,-14.24,2,0,505.42,0.014048,6.48,0.2025,10,11700
9728,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,521,670,Yes,431.562,C28H21N3S,6.8949,-9.925,3,0,351.43,0.14521,79.06,-6.4595,5,3228
7823,COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CS(C)=O,476,581,Yes,389.457,C26H19N3O,5.2603,-5.92,4,0,318.78,0.13799,61.74,-7.3469,4,2440
5750,CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,ClC(Cl)Cl,466,587,Yes,908.152,C62H57N3O4,15.472,-14.714,7,0,727.64,0.08632,78,-5.4404,17,29300
8293,COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4cc(-c5cccs5)ccc4nc2C3(Cl)C1(OC)OC,Cc1ccccc1,362,427,Yes,838.662,C40H32Cl4N4O4S2,8.4314,-12.848,8,0,531.86,0.23427,144.96,-6.4175,6,10500
107,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,517,606,Yes,444.493,C28H20N4O2,3.9718,-6.001,6,1,330.78,0.19055,75.19,3.126,5,3221
12071,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,C1CCOC1,451,523,Yes,679.776,C37H41N7O6,3.8028,-9.153,13,6,502.54,0.30708,193.19,-2.5887,14,12700
7700,CCCCn1c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c2ccc3c4cc(-c5ccc(C(F)(F)F)cc5)ccc4n(CCCC)c3c21,ClC(Cl)Cl,301,412,Yes,656.712,C40H34F6N2,11.982,-11.812,2,0,475.58,0.028891,9.86,-7.29,10,8874
10387,CCCCCCCCC1(CCCCCCCC)c2cc(C#CC#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,CN(C)C=O,382,523,Yes,710.015,C52H55NO,15.665,-15.391,2,0,615.81,0.02694,20.31,-24.909,19,14200
14321,COCCOc1ccc(OCCOC)c(C=O)c1,CC(C)(C)O,350,441,Yes,254.281,C13H18O5,1.2679,-1.818,5,0,212.36,0.24976,53.99,-9.1135,9,719
958,COc1ccc(/C=C/c2nc(-c3ccc(C)cc3)[nH]c2/C=C/c2ccc(OC)cc2)cc1,ClCCl,375,493,Yes,422.526,C28H26N2O2,6.1887,-7.276,4,1,350.65,0.12822,47.14,0.86979,7,3329
1668,N#Cc1c(-n2c3ccccc3c3cc(Br)ccc32)c(-n2c3ccccc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccccc3c3cc(Br)ccc32)c1-n1c2ccccc2c2cc(Br)ccc21,Cc1ccccc1,337,543,Yes,1104.5,C56H28Br4N6,15.506,-27.758,6,0,663.84,0.082249,67.3,-5.8884,4,14900
1832,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,426.08,526.87,Yes,260.291,C18H12O2,4.3003,-6.34,2,0,194.13,0.11868,26.3,-0.99272,1,684
2017,CN(C)CCNCc1c2ccccc2cc2ccccc12,CO,364,388,Yes,278.398,C19H22N2,3.1046,-4.127,2,1,230.02,0.065255,15.27,3.1052,5,940
3431,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc2c(c1)c1ccccc1n2CC)CCC3,ClCCl,646,712,Yes,581.734,C39H37N2O3,7.9223,-9.863,5,1,438.52,0.083371,45.47,-4.642,7,6617
10112,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511,524,Yes,381.233,C21H22BF2N3O,2.3457,-5.853,4,0,279.79,0.088495,29.08,-0.88013,2,1915
10413,Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CC#N,359.5,460,Yes,363.288,C18H10F5N3,4.399,-8,3,0,244.81,0.12209,30.19,-6.0975,2,1616
14887,Cc1ccccc1-c1c2ccc(=[N+]3CCN(C(=O)OC(C)(C)C)CC3)cc-2oc2cc(N3CCN(C(=O)OC(C)(C)C)CC3)ccc12,CCO,556,580,Yes,639.814,C38H47N4O5,6.3572,-5.989,9,0,479.28,0.12838,74.56,-28.774,6,9084
6585,CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,CS(C)=O,308,500,Yes,375.807,C19H18ClNO5,3.1766,-4.087,6,0,273.78,0.2178,65.07,-1.1195,6,1535
1968,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,CC#N,408,541,Yes,290.325,C17H14N4O,1.0539,-2.201,5,0,231.53,0.21613,58.45,3.8558,3,1173
15929,Cc1cccc(-c2nc3sc4ccccc4c3s2)c1,CS(C)=O,348,412,Yes,281.402,C16H11NS2,4.6088,-5.325,1,0,205.12,0.252,69.37,1.1383,1,695
5583,Cc1ccc([B-]2(c3ccc(C)cc3)n3nc(C(F)(F)F)cc3-c3c4ccccc4cc[n+]32)cc1,Cc1ccccc1,377,407,Yes,455.29,C27H21BF3N3,5.6812,-9.481,3,0,324.88,0.058668,26.21,-12.897,3,2814
12874,CC1(C)c2ccccc2N(c2ccc(-c3ncc(C#N)cn3)cc2)c2ccccc21,Cc1ccccc1,396,543,Yes,388.473,C26H20N4,4.9013,-7.893,4,0,303.5,0.12867,52.81,-5.7715,2,2436
13248,CCCCN1C(=O)C(=C/C=C/C=C/C=C2N(CCCC)c3ccccc3N2CCCC)C(=O)N(CCCC)C1=S,Cc1ccccc1,689,715,Yes,562.82,C33H46N4O2S,8.2314,-7.362,6,0,472.25,0.14458,79.19,2.8715,15,6162
10193,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCC2CCCCC2C1,365,420,Yes,257.21,C12H10F3NO2,2.1132,-3.199,3,1,179.16,0.19257,38.33,-8.7495,3,579
1621,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,ClC(Cl)Cl,395,496,Yes,312.392,C17H16N2O2S,3.3012,-3.354,4,0,237.15,0.24423,70.67,-0.5695,4,1147
1171,CC(=O)Nc1ccc(S(=O)(=O)O)c(/N=N/c2c(O)c3ccccc3n(C)c2=O)c1,O,417,549,Yes,416.413,C18H16N4O6S,0.0602,-2.92,10,3,288.52,0.41207,157.11,-1.2546,4,2238
14025,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,C1CCOC1,629,644,Yes,419.325,C25H28BF2N3,5.3289,-8.351,3,1,319.13,0.078965,32.4,-1.3252,3,2237
13543,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,314,390,Yes,482.669,C35H34N2,9.9172,-12.793,2,0,378.92,0.047081,17.82,-2.7304,4,3955
14848,C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,CS(C)=O,705,749,Yes,949.472,C51H34BCl2F2IN4,11.291,-16.029,4,0,635.95,0.039233,26.47,-1.0234,7,16500
11230,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CC#N,397,460,Yes,284.363,C14H8N2OS2,2.2733,-3.438,3,1,209.95,0.37523,109.37,0.685,2,664
11728,Cc1ccc(-c2cc3ccccc3oc2=O)cc1,CS(C)=O,330,409,Yes,236.269,C16H12O2,3.0965,-3.671,2,0,184.24,0.12505,26.3,-0.04194,1,595
1440,OC1(c2ccc(-c3cccs3)s2)CCCC1,OCCOCCO,347,418,Yes,250.385,C13H14OS2,4.2304,-4.649,1,1,183.2,0.29378,76.71,-0.18273,2,433
153,N#Cc1cccc2[nH]ccc12,O,305,405,Yes,142.161,C9H6N2,1.5346,-2.914,2,1,119.14,0.23124,39.58,-4.9705,0,141
4278,CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CC#N,363,446,Yes,219.283,C13H17NO2,2.2045,-2.463,3,0,188.35,0.14117,29.54,-6.8345,5,524
13564,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCCCOCCCC,339,394,Yes,734.984,C55H46N2,15.624,-20.177,2,0,567.64,0.031428,17.82,-2.7304,6,13000
925,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CO,339,380,Yes,246.264,C17H10O2,4.1747,-6.085,2,1,176.74,0.1479,37.3,-1.8442,1,596
1845,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,461.04,569.15,Yes,245.28,C17H11NO,3.693,-6.398,2,1,180.39,0.15694,43.09,-0.88417,0,584
4812,COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccsc4)c(I)c(C)c32)c1,C1CCOC1,598,610,Yes,730.154,C26H23BF2I2N2O2S,6.2081,-9.376,4,0,405.91,0.12705,63.31,-2.1816,5,3440
718,Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,C1CCOC1,363,576,Yes,391.497,C26H23N4,1.261,-4.204,4,1,314.33,0.11004,37.49,1.6502,4,3008
14896,CCn1c2ccsc2c2c3nsnc3c3c4sccc4n(CC)c3c21,ClCCl,436,565,Yes,382.535,C18H14N4S3,4.9556,-0.902,4,0,262.04,0.36926,120.36,3.7585,2,1181
14718,COc1cc2c3cc(OC)c(OC)cc3c3cc4c(C)cc(=O)oc4cc3c2cc1OC,CS(C)=O,370,519,Yes,430.455,C26H22O6,4.8788,-6.989,6,0,317.32,0.19866,63.22,-7.0273,4,2553
4577,CCOC(=O)C1CC(c2c(C#N)c(C)nn2-c2ccccc2)=CN1c1ccc(Br)cc1,O,375,495,Yes,477.361,C24H21BrN4O2,3.2024,-5.534,6,0,334.88,0.17317,71.15,-5.3004,6,2533
7572,CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,C1CCCCC1,375.38,383,Yes,246.312,C17H14N2,3.5756,-3.461,2,0,219.35,0.078003,27.03,-7.6306,2,848
6033,COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,ClCCl,408,491,Yes,340.809,C19H17ClN2O2,3.3719,-5.057,4,2,242.22,0.18974,50.36,2.956,1,1171
10790,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c(OC)ccc(OC)c12,O,368,515,Yes,332.379,C17H22N3O4,0.9624,-0.813,7,1,244.54,0.21911,71.36,-0.34243,5,1149
4959,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,518,526,Yes,396.247,C25H19BF2N2,5.0655,-8.962,2,0,287.15,0.039039,16.61,-1.8384,1,1966
11082,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CN(C)C=O,528,636,Yes,562.671,C37H30N4O2,6.9886,-9.307,6,0,456.98,0.1253,80.36,-5.8441,9,7204
5596,FC(F)(F)c1cc2n(n1)[B-]1(c3ccccc3Oc3ccccc31)[n+]1ccc3ccccc3c1-2,C1CCCCC1,375,473,Yes,441.219,C25H15BF3N3O,5.1837,-10.004,4,0,296.86,0.097891,35.44,-12.954,1,2491
10238,O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC#N,427,594,Yes,633.729,C45H32NOP,9.9173,-10.579,2,0,472.22,0.04356,30.12,-11.301,6,6983
10464,F[B-]1(F)OC(c2ccccc2)=C(c2ccccc2)c2sc3ccccc3[n+]21,C1CCOC1,360,446,Yes,377.221,C21H14BF2NOS,4.5785,-6.804,2,0,264.74,0.11929,45.86,-3.575,2,1579
14049,CCc1c(C)[nH]c(C2=[N+]3C(=C(C)c4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,C1CCOC1,618,656,Yes,433.352,C26H30BF2N3,5.4071,-8.08,3,1,329.6,0.076456,32.4,-1.3683,3,2387
1935,COc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[Si](C)(C)c2cc(N(C)C)ccc21,O,649,663,Yes,415.631,C26H31N2OSi,2.5313,-3.498,3,0,312.78,0.026696,15.48,-44.786,3,2117
4890,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,N#Cc1ccccc1,389,498.5,Yes,496.561,C30H28N2O5,6.4067,-9.171,7,1,377.94,0.21861,90.66,-55.463,8,4569
1582,CS1(C)C(/C=C/C2=C(c3ccc(C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccccc4S3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21,CO,800,813,Yes,852.148,C43H51N2O8S4,1.9354,-9.037,10,1,598.15,0.18425,174.71,-15.784,15,14300
7258,O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CCOCC,494,632,Yes,502.7,C35H38N2O,7.7368,-7.492,3,0,398.93,0.050485,23.55,2.9733,4,5780
8404,Cc1cc2c3ccccc3oc2c2c1c1ccccc1n2-c1ccc(C#N)cc1,ClCCl,354,420,Yes,372.426,C26H16N2O,6.4263,-10.708,3,0,284.28,0.1215,41.86,-4.498,1,1956
1121,COc1ccc(/N=N/c2c(O)c3ccccc3n(C)c2=O)c(S(=O)(=O)O)c1,ClCCl,451,542,Yes,389.387,C17H15N3O6S,0.2865,-2.596,9,2,269.31,0.38762,137.24,-1.1397,4,1838
14993,COc1ccc2c(c1)c1ccc3cccc4c5cccc6oc(=O)c2c(c65)c1c34,C1CCOC1,425,440,Yes,374.394,C26H14O3,6.6791,-9.686,3,0,258.35,0.12789,35.53,-1.4721,1,1756
8755,Cc1ccc2c(CC(=O)NN)coc2c1,CCO,288,397,Yes,204.228,C11H12N2O2,0.7764,-3.45,4,2,161.3,0.33404,68.26,-5.1573,2,371
16011,N#Cc1c(N2CCCC2)cc(-c2ccccc2)c2c1-c1ccccc1C2=O,C1CCOC1,392,527,Yes,350.42,C24H18N2O,5.1617,-8.297,3,0,270.58,0.11143,44.1,-1.9871,2,1570
9321,Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,ClCCCl,384,442,Yes,228.211,C11H8N4O2,0.6989,-3.202,6,2,162.56,0.43639,83.98,1.4617,0,480
6944,CSc1ccc2c(c1)N(CCCN1CCN(C)CN1C)c1ccccc1S2,CC#N,316,455,Yes,400.613,C21H28N4S2,3.1719,-4.6,4,0,301.54,0.1631,63.56,6.0499,5,1888
4683,COc1ccc(-n2cccc2)cc1,CC#N,252,327,Yes,173.214,C11H11NO,1.7745,-3.947,2,0,144.48,0.11676,14.16,0.19848,2,257
13190,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)nc2)cn1,C1CCOC1,377.31,496.58,Yes,739.017,C51H54N4O,15.633,-15.626,5,0,573.37,0.084971,52.71,-2.7539,8,14800
10560,CCN(CC)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3[nH]2)c(O)c1,CO,359,444,Yes,533.673,C37H31N3O,8.9727,-11.696,4,2,413.36,0.10066,52.15,2.248,6,5667
1912,COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,347,448,Yes,421.538,C29H27NO2,6.5414,-7.693,3,0,344.33,0.068394,21.7,0.16319,7,3198
11175,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,ClCCl,426,595,Yes,335.489,C23H29NO,5.936,-6.42,2,0,269.77,0.061497,20.31,-1.95,5,1579
9632,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2ccc(OC)cc2)c1C(=O)OCC,ClCCl,321,484,Yes,496.902,C25H21ClN2O7,3.2051,-3.159,9,0,363.13,0.26701,105.95,0.1313,9,3360
7041,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,C1CCOC1,450,591,Yes,465.507,C32H19NO3,7.0618,-11.117,4,0,338.88,0.11694,46.61,-13.91,3,3337
8323,CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,C1CCCCC1,395,472,Yes,243.309,C14H17N3O,1.1791,-2.287,4,0,194.83,0.16245,35.91,4.9367,2,600
7995,COc1cc2c(cc1/C=C(\C#N)c1nc3ccccc3s1)c1ccccc1n2C,CO,437,510,Yes,395.485,C24H17N3OS,4.7589,-5.6,4,0,301.66,0.20473,79.08,-1.7877,3,2200
14638,CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)OC)c(C)c(C)n1c2=O,CS(C)=O,427,510,Yes,342.394,C19H22N2O4,3.5143,-3.538,6,0,259.22,0.22969,68.61,-7.0982,5,1382
15250,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3c(F)c(F)c(F)c(F)c3F)cc2C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,ClCCl,438,555,Yes,912.953,C54H46F10N2,16.457,-12.332,2,0,729.76,0.0097292,6.48,-4.4883,18,22200
2652,CC1=C(C#Cc2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,ClCCl,575,600,Yes,1041.21,C71H55BF2N2Si2,15.533,-14.373,2,0,803.57,0.01395,16.61,-23.583,11,34900
14731,Cc1ccc(-c2cnc3nn4ccccc4c3n2)cc1,C1CCOC1,400,450,Yes,260.299,C16H12N4,2.0949,-4.161,4,0,201.41,0.20287,43.08,3.3705,1,801
7845,CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,ClCCl,479,617,Yes,435.569,C29H29N3O,6.4004,-6.521,4,0,360.2,0.12213,61.74,-9.4916,5,3224
12654,COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,CO,288,368,Yes,296.344,C18H17FN2O,3.7518,-6.933,3,0,233.87,0.11904,27.05,-2.1897,3,1010
7635,CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,ClCCl,456,525,Yes,327.379,C19H21NO4,3.1945,-3.607,5,1,262.13,0.20116,66.84,0.18078,6,1506
9861,CCN(CC)c1ccc2ccc(=O)oc2c1,Cc1ccccc1,369,418,Yes,217.267,C13H15NO2,2.2064,-3.006,3,0,176.35,0.15078,29.54,-0.52847,3,435
13254,CCCCN1C(=O)C(=C/C=C/C=C/C=C2N(CCCC)c3ccccc3N2CCCC)C(=O)N(CCCC)C1=S,CO,483,682,Yes,562.82,C33H46N4O2S,8.2314,-7.362,6,0,472.25,0.14458,79.19,2.8715,15,6162
12470,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC#N,481,659,Yes,423.518,C30H21N3,6.4356,-8.389,3,0,355.68,0.086229,50.82,-7.9834,6,3478
3455,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)F,CCCCCC,608,615,Yes,376.237,C21H15BF2N2S,4.4377,-6.867,2,0,278.29,0.11344,44.85,-5.7909,1,1631
11199,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,C1CCOC1,374,446,Yes,300.36,C20H16N2O,3.2279,-4.106,3,1,242.59,0.15689,52.89,-1.1011,2,1174
5542,Cc1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,CC#N,390,423,Yes,360.415,C25H16N2O,6.5016,-10.29,3,0,271.63,0.13272,38.92,0.048712,2,1993
10853,c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,Cc1ccccc1,309,498,Yes,710.923,C49H30N2S2,12.323,-21.17,2,0,503.57,0.083563,57.08,0.81926,2,9582
1889,COc1ccc(/C=C/c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,ClCCl,386,548,Yes,626.802,C43H38N4O,9.1357,-10.582,5,0,516.46,0.075592,41.49,1.2716,11,10500
9195,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1CCOC1,363,426,Yes,321.341,C18H18F3NO,5.0669,-4.855,2,1,242.87,0.10133,32.59,-7.9527,4,1334
6694,C(#Cc1ccc2c(c1)c1cc(C#Cc3ccccc3)ccc1n2-c1cc2ccccc2c2ccccc12)c1ccccc1,ClCCl,330,392,Yes,543.667,C42H25N,11.235,-12.215,1,0,439.74,0.015623,4.93,-3.5484,3,6473
3129,O=C(O)CCCCCn1c2ccccc2c(=O)c2cc(Br)ccc21,O,439,432,Yes,388.26,C19H18BrNO3,4.7938,-6.375,4,1,259.1,0.16492,57.61,-9.6446,6,1369
